               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.036797,             0.07818,                   0,             0.93668,             0.90619,             0.94154,             0.49588,            0.039761,             0.09277,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.036606,            0.078329,                   0,             0.93823,             0.90538,              0.9429,             0.49667,            0.039787,            0.092939,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.036826,             0.07827,                   0,             0.93517,                0.91,             0.94376,             0.49756,            0.039743,            0.093074,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.036576,            0.078178,                   0,             0.93683,              0.8696,             0.90938,             0.48101,             0.03973,            0.093161,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.036735,            0.077819,                   0,             0.93715,             0.90998,             0.94431,             0.49677,            0.039718,            0.093129,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.036281,            0.076743,                   0,             0.93773,             0.90836,             0.94416,             0.49626,            0.039737,            0.093236,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.036283,            0.078357,                   0,             0.93948,             0.90591,             0.94374,             0.49653,            0.039745,            0.093273,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.036299,            0.078424,                   0,             0.93672,             0.91009,             0.94435,              0.4971,            0.039738,             0.09331,                   0,             0.00439,             0.00439,             0.00439
                 172,             0.03642,            0.077358,                   0,             0.93293,             0.83586,             0.88058,             0.46701,            0.039767,            0.093372,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.036331,            0.076251,                   0,             0.93813,             0.89583,             0.93283,             0.49032,            0.039788,            0.093441,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.036567,            0.077678,                   0,             0.93852,             0.90774,             0.94373,             0.49656,            0.039757,            0.093273,                   0,            0.004291,            0.004291,            0.004291
                 175,              0.0365,            0.078887,                   0,             0.93764,             0.90886,             0.94407,             0.49597,            0.039789,            0.093365,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.036242,            0.077407,                   0,             0.93941,             0.90819,             0.94399,             0.49613,            0.039881,            0.093364,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.036335,            0.078481,                   0,             0.93882,             0.90908,             0.94395,             0.49608,            0.039862,            0.093332,                   0,            0.004192,            0.004192,            0.004192
                 178,             0.03612,            0.078444,                   0,             0.93785,             0.91079,             0.94432,              0.4959,            0.039887,            0.093381,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.036172,            0.077036,                   0,             0.93893,             0.91042,             0.94448,             0.49586,             0.03986,            0.093407,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.036083,            0.077908,                   0,              0.9408,             0.90752,              0.9436,             0.49618,            0.039853,            0.093525,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.036461,            0.077604,                   0,             0.93731,             0.91056,             0.94392,             0.49615,            0.039832,            0.093501,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.036122,            0.077221,                   0,             0.94118,             0.90582,             0.94381,             0.49639,            0.039849,            0.093584,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.035919,            0.076071,                   0,             0.93603,             0.91171,             0.94407,             0.49606,            0.039879,            0.093649,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.036166,            0.075941,                   0,             0.93859,              0.9089,             0.94447,             0.49652,            0.039886,            0.093628,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.035895,            0.075977,                   0,             0.93576,              0.9111,             0.94407,             0.49688,            0.039901,            0.093584,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.035904,            0.076788,                   0,             0.93644,              0.9103,             0.94351,             0.49697,             0.03987,            0.093613,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.036005,            0.077898,                   0,             0.93499,             0.91162,             0.94354,             0.49714,            0.039839,            0.093624,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.035949,            0.077298,                   0,             0.93399,             0.91148,              0.9432,             0.49716,            0.039806,            0.093716,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.035558,            0.075477,                   0,             0.93476,              0.9114,             0.94369,             0.49653,             0.03979,            0.093745,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.036037,            0.077102,                   0,             0.93665,             0.90988,             0.94364,             0.49633,            0.039784,            0.093699,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.035822,             0.07532,                   0,             0.93661,             0.90984,             0.94391,             0.49658,            0.039815,            0.093764,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.035714,            0.076218,                   0,             0.93694,             0.91012,             0.94448,             0.49654,            0.039783,            0.093803,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.035812,            0.077661,                   0,             0.93623,             0.91049,             0.94433,             0.49653,            0.039779,            0.093897,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.035929,            0.076778,                   0,             0.93643,             0.91022,              0.9445,             0.49659,            0.039735,            0.093895,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.035901,            0.077092,                   0,             0.93579,             0.90993,               0.944,             0.49652,             0.03978,            0.093939,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.035504,            0.074405,                   0,             0.94286,             0.90392,             0.94417,             0.49639,            0.039741,            0.093981,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.035505,            0.075029,                   0,             0.93605,             0.91034,             0.94415,              0.4964,            0.039752,            0.093969,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.035832,            0.077365,                   0,             0.93681,             0.91004,             0.94432,             0.49633,            0.039769,            0.093989,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.035691,            0.076214,                   0,             0.93369,               0.913,             0.94431,             0.49577,             0.03979,            0.094081,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.035487,             0.07551,                   0,              0.9379,             0.90908,             0.94412,             0.49542,            0.039798,            0.094139,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.035733,            0.076813,                   0,             0.93867,             0.90752,             0.94406,              0.4955,            0.039798,            0.094185,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.035497,            0.076369,                   0,             0.93559,             0.91109,             0.94428,             0.49561,            0.039852,            0.094298,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.035244,            0.074259,                   0,             0.93714,             0.90985,             0.94436,             0.49583,            0.039916,            0.094319,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.035217,            0.075406,                   0,             0.93699,             0.90917,             0.94435,             0.49597,            0.039934,            0.094392,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.035719,            0.076451,                   0,             0.93601,             0.91006,             0.94451,             0.49616,             0.03993,            0.094425,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.035456,            0.075635,                   0,              0.9372,             0.90954,             0.94426,             0.49581,            0.039942,            0.094487,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.035367,            0.075082,                   0,             0.93729,             0.90908,             0.94422,             0.49553,            0.039959,            0.094545,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.035205,            0.077007,                   0,             0.93765,             0.90847,             0.94398,             0.49573,             0.03996,            0.094591,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.035203,             0.07642,                   0,             0.93654,             0.90923,             0.94459,             0.49601,            0.039951,            0.094677,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.035213,            0.075114,                   0,             0.93772,             0.90828,             0.94385,             0.49603,            0.039935,            0.094694,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.035257,            0.075318,                   0,             0.93557,             0.91076,             0.94413,             0.49611,            0.039942,            0.094761,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.035331,            0.075375,                   0,             0.93474,             0.91126,             0.94391,             0.49593,            0.039937,            0.094836,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.035318,            0.076369,                   0,             0.93573,             0.90988,             0.94423,             0.49617,            0.039945,             0.09492,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.035356,            0.076439,                   0,             0.93519,             0.91082,             0.94433,             0.49594,            0.039944,            0.094989,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.034939,            0.076407,                   0,             0.93515,             0.91086,             0.94448,             0.49561,             0.03995,            0.095021,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.035235,            0.075766,                   0,             0.93569,             0.91142,              0.9449,             0.49556,            0.039946,            0.095069,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.034876,            0.074499,                   0,             0.93559,             0.91095,              0.9444,             0.49585,            0.039956,            0.095149,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.034928,            0.073928,                   0,             0.93677,             0.91021,             0.94423,             0.49522,            0.039955,            0.095183,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.035052,            0.076546,                   0,             0.93746,             0.91012,             0.94444,             0.49553,            0.039953,            0.095234,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.034858,            0.075818,                   0,             0.93539,              0.9113,              0.9436,             0.49538,            0.039958,            0.095303,                   0,            0.002773,            0.002773,            0.002773
                 221,             0.03473,            0.074238,                   0,             0.93424,             0.91265,             0.94364,             0.49559,            0.039963,            0.095342,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.034939,            0.075548,                   0,             0.93581,             0.91192,             0.94392,             0.49572,            0.039968,            0.095371,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.03483,            0.075663,                   0,             0.93427,             0.91246,             0.94375,             0.49547,            0.039933,            0.095377,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.034812,            0.073976,                   0,             0.93943,             0.90685,             0.94361,             0.49509,            0.039921,            0.095451,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.034935,            0.074671,                   0,             0.93706,             0.90935,             0.94351,             0.49517,            0.039921,            0.095535,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.034687,            0.075004,                   0,              0.9352,             0.91169,             0.94358,             0.49476,            0.039924,            0.095574,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.034568,            0.075265,                   0,             0.93436,             0.91251,             0.94358,              0.4947,            0.039927,            0.095605,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.034832,            0.075122,                   0,              0.9343,             0.91211,             0.94332,             0.49475,            0.039945,            0.095665,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.034462,            0.075017,                   0,             0.93441,             0.91184,             0.94339,             0.49499,            0.039948,            0.095674,                   0,            0.002476,            0.002476,            0.002476
                 230,              0.0346,             0.07433,                   0,              0.9338,             0.91304,             0.94333,              0.4947,            0.039971,            0.095699,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.034568,            0.074688,                   0,             0.93424,              0.9126,             0.94329,             0.49443,            0.039992,            0.095731,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.034588,            0.074092,                   0,             0.93487,             0.91183,             0.94321,             0.49436,            0.039998,            0.095768,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.034643,            0.073799,                   0,              0.9331,             0.91336,              0.9431,             0.49424,            0.039998,            0.095789,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.034792,            0.074853,                   0,             0.93414,               0.913,             0.94342,             0.49409,            0.040004,            0.095831,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.034405,            0.074312,                   0,             0.93439,             0.91309,             0.94356,             0.49402,            0.040015,            0.095871,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.034496,            0.074476,                   0,             0.93431,             0.91313,             0.94325,             0.49413,            0.040025,            0.095892,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.034478,            0.073925,                   0,             0.93719,             0.91082,             0.94319,             0.49408,            0.040034,            0.095945,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.034472,            0.073555,                   0,             0.93672,             0.91091,             0.94309,             0.49436,            0.040033,            0.095986,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.034382,            0.074583,                   0,             0.93469,              0.9122,             0.94293,             0.49416,            0.040039,            0.096024,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.034542,            0.075072,                   0,             0.93434,              0.9117,             0.94264,             0.49395,            0.040037,             0.09607,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.034201,            0.074408,                   0,              0.9359,             0.91077,             0.94302,              0.4941,            0.040036,            0.096133,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.034149,            0.073767,                   0,             0.93647,             0.91016,             0.94256,             0.49388,            0.040037,            0.096181,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.034382,            0.073321,                   0,             0.93476,             0.91094,             0.94232,             0.49387,            0.040036,             0.09622,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.034507,            0.075133,                   0,             0.93656,             0.90975,             0.94251,             0.49399,            0.040039,            0.096255,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.034155,            0.073779,                   0,             0.93406,             0.91255,             0.94283,             0.49405,             0.04004,            0.096295,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.034097,            0.073905,                   0,             0.93473,             0.91202,             0.94288,             0.49414,             0.04004,            0.096359,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.033891,            0.072583,                   0,             0.93412,             0.91277,             0.94282,              0.4942,            0.040041,            0.096405,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.033936,            0.072766,                   0,             0.93687,             0.91051,             0.94285,             0.49437,            0.040042,            0.096437,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.034005,            0.072385,                   0,             0.93669,             0.91055,             0.94302,             0.49423,            0.040048,            0.096489,                   0,            0.001816,            0.001816,            0.001816
